date,actual_revenue,year,month,day,dayofweek,is_weekend,quarter,dayofyear,week,sin_year_1,cos_year_1,sin_year_2,cos_year_2,is_holiday,is_promo_active,CPI,inflation_factor,actual_revenue_lag1,actual_revenue_lag7,actual_revenue_lag14,actual_revenue_lag30,revenue_diff_lag1_lag7,revenue_roll_mean_7_lag1,revenue_roll_std_7_lag1,revenue_roll_mean_14_lag1,revenue_roll_mean_30_lag1,revenue_ewma_7_lag1,revenue_ewma_30_lag1,sessions_roll_30_lag1
2015-11-21,2551113.5463045426,2015,11,21,5,1,4,325,47,-0.6383844591746642,0.7697176640069211,-0.9827515893084885,0.1849305645685428,0,1,89.84,0.8984000000000001,3772816.9634906505,4863927.749332147,2808585.8414959926,3899223.70881567,-1091110.7858414962,4063187.2153670015,723032.7890183234,3886280.989218929,4534806.2321905615,3795098.2086325483,4271873.476680263,14305.566666666668
2015-11-22,3417521.3379341047,2015,11,22,6,1,4,326,47,-0.6250496486104377,0.7805849965070866,-0.9758087555546684,0.2186258735439368,0,1,89.84,0.8984000000000001,2551113.5463045426,4783252.971950135,4656284.973285842,4697298.708815671,-2232139.4256455926,3732785.1863630577,818299.1869849563,3867890.110990968,4489869.226773524,3484102.043050547,4160856.7069786037,14288.233333333334
2015-11-23,2593303.150044524,2015,11,23,0,0,4,327,48,-0.6115298757991053,0.7912213413483807,-0.9677109772087535,0.25206242201026163,0,1,89.84,0.8984000000000001,3417521.3379341047,4804361.78762244,3795099.0761353523,4270140.73909172,-1386840.449688335,3537680.667217911,676649.7947431201,3779406.9941801303,4447209.981077471,3467456.8667714368,4112899.5863950877,14229.933333333332
2015-11-24,2219968.889136242,2015,11,24,1,0,4,328,48,-0.5978291414589552,0.801623551065242,-0.9584678386132249,0.28520063524489725,0,1,89.84,0.8984000000000001,2593303.150044524,3379284.116206588,3603522.551202136,4866134.439002673,-785980.9661620641,3221815.147563923,471893.405506784,3693564.428030785,4391315.394775898,3248918.4375897087,4014861.106630535,14117.5
2015-11-25,2219775.868210151,2015,11,25,2,0,4,329,48,-0.5839514998576998,0.8117885474764613,-0.9480902797323661,0.31800129162788576,0,1,89.84,0.8984000000000001,2219968.889136242,3571821.148708815,3259678.194568121,6311673.575244883,-1351852.259572573,3056198.6865538736,594838.6449705558,3594739.1664546495,4303109.876447017,2991681.0504763415,3899061.6087276773,13955.5
2015-11-26,3742144.8352626874,2015,11,26,3,0,4,330,48,-0.5699010576127624,0.8217133225960589,-0.936590583203982,0.3504255690637097,0,1,89.84,0.8984000000000001,2219775.868210151,3266845.7702582367,4341866.384683881,5818507.357524489,-1047069.9020480858,2863049.3607683503,618545.0744165633,3520460.4288576515,4166713.286212526,2798704.7549097934,3790720.5932104173,13792.233333333334
2015-11-27,5835068.788958149,2015,11,27,4,0,4,331,48,-0.5556819724760489,0.8313949395234058,-0.9239823598019431,0.3824350909302552,0,1,89.84,0.8984000000000001,3742144.8352626874,3772816.9634906505,3500586.3201246667,7824997.71816563,-30672.128227963112,2930949.2271975577,691986.5875918072,3477623.175327566,4097501.2021371326,3034564.7749980167,3787586.6733428217,13730.3
2015-11-28,5693432.101513799,2015,11,28,5,1,4,332,48,-0.5412984521036173,0.8408305333122887,-0.9102805323268018,0.41399197150045597,0,1,89.84,0.8984000000000001,5835068.788958149,2551113.5463045426,4863927.749332147,8259341.651825465,3283955.2426536065,3225556.6308357716,1290393.164380651,3644371.923101387,4031170.237830216,3734690.77848805,3919682.2937051007,13613.133333333333
2015-11-29,5585748.0298308,2015,11,29,6,1,4,333,48,-0.5267547528105542,0.8500173118187018,-0.895501317943504,0.44505886078298396,0,1,89.84,0.8984000000000001,5693432.101513799,3417521.3379341047,4783252.971950135,8066395.40293856,2275910.7635796946,3674459.2815799513,1539243.7454622597,3703622.233971505,3945639.9194864943,4224376.109244487,4034117.7651766296,13616.9
2015-11-30,4487419.456812113,2015,11,30,0,0,4,334,49,-0.5120551783114646,0.8589525565270845,-0.8796622089871292,0.47559898872882833,0,1,89.84,0.8984000000000001,5585748.0298308,2593303.150044524,4804361.78762244,6493704.352181658,2992444.8797862763,3984205.9518509074,1689725.5409171167,3760943.309534409,3862951.6737162354,4564719.089391065,4134222.9435414146,13555.5
2015-12-01,3585778.105520929,2015,12,1,1,0,4,335,49,-0.4972040784469378,0.8676336233547726,-0.8627819522593745,0.5055762087514626,0,1,89.84,0.8984000000000001,4487419.456812113,2219968.889136242,3379284.116206588,6449322.662511124,2267450.5676758704,4254793.995674849,1577821.4106294943,3738304.5716193863,3796075.510537251,4545394.181246326,4157009.815365331,13422.366666666667
2015-12-02,1061486.3646482634,2015,12,2,2,0,4,336,49,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192,0,1,89.84,0.8984000000000001,3585778.105520929,2219775.868210151,3571821.148708815,3083590.449688333,1366002.2373107783,4449909.598015518,1352633.2825385665,3753054.142284696,3700624.0253042444,4305490.162314977,4120156.156665692,13456.366666666667
2015-12-03,2061753.2836153163,2015,12,3,3,0,4,337,49,-0.46706492487743034,0.8842230238742036,-0.8259791204413984,0.5637007118984807,0,1,89.84,0.8984000000000001,1061486.3646482634,3742144.8352626874,3266845.7702582367,2332187.5556544974,-2680658.470614424,4284439.668935249,1697741.355241572,3573744.5148517997,3633220.5558029087,3494489.212898298,3922822.6216968256,13514.933333333332
2015-12-04,2311253.0053428314,2015,12,4,4,0,4,338,49,-0.451785789832884,0.8921264484954345,-0.8061001043286312,0.5917792002101544,0,1,89.84,0.8984000000000001,2061753.2836153163,5835068.788958149,3772816.9634906505,2959051.8254674952,-3773315.5053428328,4044383.732985624,1894589.549654094,3487666.4800915904,3624206.080068269,3136305.230577552,3802753.63214318,13549.4
2015-12-05,2546578.6954585924,2015,12,5,5,1,4,339,49,-0.4363729641045924,0.8997658785476209,-0.7852670068439961,0.6191572723971441,0,1,89.84,0.8984000000000001,2311253.0053428314,5693432.101513799,2551113.5463045426,2838788.7132680323,-3382179.096170968,3540981.478183436,1805552.0720077013,3383269.0545096034,3602612.7860641135,2930042.174268872,3706527.785252835,13597.4
2015-12-06,2257385.2849510233,2015,12,6,6,1,4,340,49,-0.42083100859565564,0.9071390534005044,-0.7635044855580851,0.6458025244087264,0,1,89.84,0.8984000000000001,2546578.6954585924,5585748.0298308,3417521.3379341047,3465894.2564559216,-3039169.334372208,3091430.991604121,1554629.2932677742,3382945.1365920356,3592872.4521371326,2834176.304566302,3631692.3601048193,13633.966666666667
2015-12-07,2545283.860195904,2015,12,7,0,0,4,341,50,-0.4051645224207563,0.9142437912130223,-0.7408382980859317,0.6716834195431209,0,1,89.84,0.8984000000000001,2257385.2849510233,4487419.456812113,2593303.150044524,2808585.8414959926,-2230034.1718610893,2615950.5994784385,1110005.7783216073,3300078.2756646727,3552588.819753636,2689978.549662482,3543027.3875142517,13608.0
2015-12-08,3100056.3223508457,2015,12,8,1,0,4,342,50,-0.3893781415452015,0.9210779895789526,-0.717295271600886,0.6967693257736101,0,1,89.84,0.8984000000000001,2545283.860195904,3585778.105520929,2219968.889136242,4656284.973285842,-1040494.2453250252,2338502.6571046943,747934.2157372732,3296648.3263897714,3543812.0870436328,2653804.8772958373,3478656.8373646806,13654.5
2015-12-09,1834509.5837043617,2015,12,9,2,0,4,343,50,-0.37347653741307074,0.9276396261490467,-0.6929032710826029,0.7210305520038863,0,1,89.84,0.8984000000000001,3100056.3223508457,1061486.3646482634,2219775.868210151,3795099.0761353523,2038569.9577025822,2269113.830937539,625432.8931325774,3359511.714476529,3491937.798679133,2765367.7385595893,3454230.997686369,13753.866666666667
2015-12-10,2728014.2809439,2015,12,10,3,0,4,344,50,-0.3574644155648614,0.9339267592294762,-0.6676911663366994,0.7444383832097441,0,1,89.84,0.8984000000000001,1834509.5837043617,2061753.2836153163,3742144.8352626874,3603522.551202136,-227243.69991095457,2379545.719374125,406642.38247799635,3331992.694154687,3426584.8155981,2532653.199845782,3349732.8419455937,13819.166666666666
2015-12-11,2256895.5699020475,2015,12,11,4,0,4,345,50,-0.34134651424503615,0.9399375283564133,-0.641688797825113,0.7669651144255266,0,1,89.84,0.8984000000000001,2728014.2809439,2311253.0053428314,5835068.788958149,3259678.194568121,416761.2756010685,2474725.861849637,397737.6968324873,3259554.7974176304,3397401.206589492,2581493.4701203112,3309621.9670422585,13806.6
2015-12-12,3215242.3196794307,2015,12,12,5,1,4,346,50,-0.3251276029999093,0.9456701548465688,-0.6149269413476359,0.7885840835350667,0,1,89.84,0.8984000000000001,2256895.5699020475,2546578.6954585924,5693432.101513799,4341866.384683881,-289683.12555654487,2466960.513929525,401969.36238286115,3003970.99605648,3363975.119100623,2500343.9950657454,3241704.1349686966,13876.633333333333
2015-12-13,3832074.1317898454,2015,12,13,6,1,4,347,50,-0.30881248126625377,0.9511229423235357,-0.587437271616382,0.8092697028283593,0,1,89.84,0.8984000000000001,3215242.3196794307,2257385.2849510233,5585748.0298308,3500586.3201246667,957857.0347284074,2562483.888818216,493151.3982714255,2826957.4402111685,3326420.9836004744,2679068.5762191666,3239996.9210790666,13913.466666666667
2015-12-14,3642283.9047195013,2015,12,14,0,0,4,348,51,-0.29240597695107734,0.9562942772197719,-0.5592523247663436,0.828997489286572,0,1,89.84,0.8984000000000001,3832074.1317898454,2545283.860195904,4487419.456812113,4863927.749332147,1286790.2715939414,2787439.438366619,661277.6826922587,2701695.018922529,3337470.5773226474,2967319.9651118363,3278195.450802343,13914.1
2015-12-15,3438532.5356188775,2015,12,15,1,0,4,349,51,-0.27591294500296043,0.9611826292540837,-0.5304054598463659,0.8477440935595867,0,1,89.84,0.8984000000000001,3642283.9047195013,3100056.3223508457,3585778.105520929,4783252.971950135,542227.5823686556,2944153.7304414185,721564.6418250271,2641328.193773057,3296749.115835559,3136060.9500137526,3301685.028474418,13853.366666666667
2015-12-16,2572221.8833481744,2015,12,16,2,0,4,350,51,-0.2593382659754056,0.9657865518844574,-0.5009308193361626,0.8654873276017395,0,1,89.84,0.8984000000000001,3438532.5356188775,1834509.5837043617,1061486.3646482634,4804361.78762244,1604022.9519145158,2992507.475193995,744722.6985502626,2630810.653065767,3251925.101291184,3211678.846415034,3310513.8999030925,13973.266666666666
2015-12-17,2973382.702582367,2015,12,17,3,0,4,351,51,-0.2426868445825954,0.9701046827361175,-0.4708632887360563,0.8822061909330864,0,1,89.84,0.8984000000000001,2572221.8833481744,2728014.2809439,2061753.2836153163,3379284.116206588,-155792.3975957255,3097894.946571682,589577.0538517407,2738720.3329729033,3177520.437815375,3051814.605648319,3262882.1568995495,13986.9
2015-12-18,3254455.6656277822,2015,12,18,4,0,4,352,51,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716,0,1,89.84,0.8984000000000001,2973382.702582367,2256895.5699020475,2311253.0053428314,3571821.148708815,716487.1326803197,3132947.578234321,570919.9298447577,2803836.7200419786,3163990.3906945675,3032206.6298818304,3244204.7727500536,14114.533333333333
2015-12-19,3300555.1202137135,2015,12,19,5,1,4,353,51,-0.20917350564635637,0.9778785428342386,-0.40909256580197667,0.9124928890712274,0,1,89.84,0.8984000000000001,3254455.6656277822,3215242.3196794307,2546578.6954585924,3266845.7702582367,39213.34594835155,3275456.163337997,420482.5826683963,2871208.338633761,3153411.5412585335,3087768.8888183185,3244866.120677649,14116.7
2015-12-20,4022615.3272484373,2015,12,20,6,1,4,354,51,-0.19232150523909483,0.9813319716704275,-0.3774624838618108,0.9260248772451376,0,1,89.84,0.8984000000000001,3300555.1202137135,3832074.1317898454,2257385.2849510233,3772816.9634906505,-531519.0115761319,3287643.706271466,419682.04457139,2925063.7975448407,3154535.186257049,3140965.446667167,3248458.9593573953,14189.033333333333
2015-12-21,5621640.427426533,2015,12,21,0,0,4,355,52,-0.17541259380427843,0.9844950085880858,-0.345385646087603,0.9384608438697104,0,1,89.84,0.8984000000000001,4022615.3272484373,3642283.9047195013,2545283.860195904,2551113.5463045426,380331.42252893606,3314863.877051265,464648.6742231808,3051151.657708942,3162861.798382309,3361377.9168124846,3298404.5314793983,14233.2
2015-12-22,4140074.387800533,2015,12,22,1,0,4,356,52,-0.15845177496083632,0.9873667175937016,-0.3129000178799537,0.949786070023521,0,1,89.84,0.8984000000000001,5621640.427426533,3438532.5356188775,3100056.3223508457,3417521.3379341047,2183107.8918076553,3597629.094580841,995800.4605906479,3270891.4125111294,3265212.6944197076,3926443.5444659973,3448290.718314697,14267.1
2015-12-23,4069992.909617099,2015,12,23,2,0,4,357,52,-0.14144406768794202,0.9899462489023779,-0.2800440484743445,0.9599871514317777,0,1,89.84,0.8984000000000001,4140074.387800533,2572221.8833481744,1834509.5837043617,2593303.150044524,1567852.5044523585,3697849.35917822,1012286.0115341382,3345178.4171861075,3289297.796081923,3979851.2552996315,3492921.922797654,14235.9
2015-12-24,2669564.47016919,2015,12,24,3,0,4,358,52,-0.12439450483979998,0.9922328391893008,-0.2468566254334839,0.9690520143313219,0,1,89.84,0.8984000000000001,4069992.909617099,2973382.702582367,2728014.2809439,2219968.889136242,1096610.2070347317,3911816.6486452096,884996.9318160511,3504855.797608446,3338520.788067675,4002386.6688789986,3530152.309044069,14317.233333333334
2015-12-25,3594398.463935884,2015,12,25,4,0,4,359,52,-0.10730813165636247,0.9942258118156161,-0.21337702862092797,0.9769699297608415,0,1,89.84,0.8984000000000001,2669564.47016919,3254455.6656277822,2256895.5699020475,2219775.868210151,-584891.1954585924,3868414.044014755,944163.0435759256,3500680.8111245376,3353507.30743544,3669181.1192015465,3474630.5129876253,14379.433333333332
2015-12-26,4058084.4723953702,2015,12,26,5,1,4,360,52,-0.09019000427034513,0.9959245770286599,-0.179644883710313,0.9837315262594303,0,1,89.84,0.8984000000000001,3594398.463935884,3300555.1202137135,3215242.3196794307,3742144.8352626874,293843.3437221707,3916977.3009159127,915632.2074042426,3596216.732126955,3399328.0606262977,3650485.455385131,3482357.4775649323,14499.3
2015-12-27,5672700.545414074,2015,12,27,6,1,4,361,52,-0.07304518821104743,0.9973286321364752,-0.14570011528535065,0.9893288009584253,0,1,89.84,0.8984000000000001,4058084.4723953702,4022615.3272484373,3832074.1317898454,5835068.788958149,35469.14514693292,4025195.779799007,874476.0612498856,3656419.743035236,3409859.381864054,3752385.209637691,3519501.154650767,14553.333333333334
2015-12-28,9105049.721727509,2015,12,28,0,0,4,362,53,-0.05587875690537313,0.9984375616565666,-0.11158289958600157,0.9937551290534204,0,1,89.84,0.8984000000000001,5672700.545414074,5621640.427426533,3642283.9047195013,5693432.101513799,51060.11798754148,4260922.239536955,1073432.7208725887,3787893.05829411,3404447.1070792517,4232464.043581787,3658417.244377432,14678.933333333332
2015-12-29,8637744.022707032,2015,12,29,1,0,4,363,53,-0.03869579017652689,0.9992510374388481,-0.07733361695682096,0.9970052716452285,0,1,89.84,0.8984000000000001,9105049.721727509,4140074.387800533,3438532.5356188775,5585748.0298308,4964975.333926976,4758552.138722808,2113216.951252041,4178090.6166518247,3518167.6944197086,5450610.463118217,4009812.888077437,14657.366666666667
2015-12-30,6613706.05520926,2015,12,30,2,0,4,364,53,-0.021501372740813793,0.999768818762748,-0.04299280405372191,0.9990753819405211,0,1,89.84,0.8984000000000001,8637744.022707032,4069992.909617099,2572221.8833481744,4487419.456812113,4567751.113089933,5401076.37228088,2535411.4888833896,4549462.86572955,3619900.8941822494,6247393.85301542,4308389.090311605,14709.366666666667
2015-12-31,7096584.661620657,2015,12,31,3,0,4,365,53,-0.004300592702981974,0.9999907524084426,-0.008601105865714402,0.9999630098048061,0,1,89.84,0.8984000000000001,6613706.05520926,2669564.47016919,2973382.702582367,3585778.105520929,3944141.5850400706,5764463.964508331,2494801.337308553,4838140.306576771,3690777.114128821,6338971.90356388,4457119.217079195,14810.966666666667
2016-01-01,6507351.213268031,2016,1,1,4,0,1,1,53,0.017201575418260506,0.9998520419557735,0.03439806061360801,0.9994082116062598,1,1,89.84,0.8984000000000001,7096584.661620657,3594398.463935884,3254455.6656277822,1061486.3646482634,3502186.197684773,6396895.420429969,2111103.9024784914,5132654.732222362,3807803.9993321453,6528375.093078075,4627407.310275418,14865.466666666667
2016-01-02,2847970.7368655377,2016,1,2,5,1,1,2,53,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451,0,1,89.84,0.8984000000000001,6507351.213268031,4058084.4723953702,3300555.1202137135,2061753.2836153163,2449266.740872661,6813031.52747742,1716905.3845146378,5365004.414196667,3989332.8276194707,6523119.123125564,4748694.013694296,14785.233333333334
2016-01-03,3054816.139804097,2016,1,3,6,1,1,3,53,0.051584366869408364,0.9986686402879997,0.10303137904317879,0.9946781061893646,0,0,89.84,0.8984000000000001,2847970.7368655377,5672700.545414074,4022615.3272484373,2311253.0053428314,-2824729.8085485366,6640158.136687444,2065968.7771314469,5332676.958243226,4015540.076061145,5604332.026560557,4626066.705511795,14634.666666666666
2016-01-04,2657878.4505788065,2016,1,4,0,0,1,4,1,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0,0,89.84,0.8984000000000001,3054816.139804097,9105049.721727509,5621640.427426533,2546578.6954585924,-6050233.581923412,6266174.6501717325,2468097.0886795186,5263548.444854343,4040325.51387652,4966953.054871441,4524695.701272589,14617.333333333334
2016-01-05,1733871.4047195013,2016,1,5,1,0,1,5,1,0.08590610426133272,0.9963032375991965,0.17117705961019986,0.985240282501282,0,0,89.84,0.8984000000000001,2657878.4505788065,8637744.022707032,4140074.387800533,2257385.2849510233,-5979865.572128225,5345150.182864775,2434871.8905840935,5051851.1607937915,4044035.5057138605,4389684.403798282,4404255.878647184,14544.9
2016-01-06,2601450.53428317,2016,1,6,2,0,1,6,1,0.10303137904317879,0.9946781061893646,0.20496611396949532,0.9787690698649216,0,0,89.84,0.8984000000000001,1733871.4047195013,6613706.05520926,4069992.909617099,2545283.860195904,-4879834.650489759,4358882.666009413,2271662.4476737394,4879979.519145146,4026585.043039477,3725731.154028587,4231973.009361527,14470.2
2016-01-07,2786384.1384683894,2016,1,7,3,0,1,7,1,0.1201261651823505,0.9927586335250793,0.23851257519407648,0.9711394088771653,0,0,89.84,0.8984000000000001,2601450.53428317,7096584.661620657,2669564.47016919,3100056.3223508457,-4495134.127337487,3785703.3058771146,2108210.093341257,4775083.635192723,4028457.2655090527,3444660.999092233,4126778.010969375,14406.533333333333
2016-01-08,3047755.398486197,2016,1,8,4,0,1,8,1,0.13718540405660057,0.9905453876091833,0.2717767384711357,0.9623603298276545,0,0,89.84,0.8984000000000001,2786384.1384683894,6507351.213268031,3594398.463935884,1834509.5837043617,-3720967.074799642,3169960.3739982187,1530251.9795458654,4783427.897214094,4018001.526046304,3280091.7839362724,4040300.986937053,14278.466666666667
2016-01-09,3369280.186999109,2016,1,9,5,1,1,9,1,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,0,0,89.84,0.8984000000000001,3047755.398486197,2847970.7368655377,4058084.4723953702,2728014.2809439,199784.6616206593,2675732.400457957,450361.73213208246,4744381.963967687,4058443.0532056983,3222007.6875737538,3976265.7876821593,14050.6
2016-01-10,4588593.109973284,2016,1,10,6,1,1,10,1,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122,0,0,89.84,0.8984000000000001,3369280.186999109,3054816.139804097,5672700.545414074,2256895.5699020475,314464.0471950122,2750205.1790484674,521132.3029463188,4695181.657867955,4079818.5834075385,3258825.8124300926,3937105.426347769,14035.433333333332
2016-01-11,3822436.1865538745,2016,1,11,0,0,1,11,2,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051,0,0,89.84,0.8984000000000001,4588593.109973284,2657878.4505788065,9105049.721727509,3215242.3196794307,1930714.659394478,2969316.1747869225,873716.9842143672,4617745.412479327,4157541.8347432464,3591267.6368158907,3979136.8898074795,13963.6
2016-01-12,2924796.8276936775,2016,1,12,1,0,1,12,2,0.20496611396949532,0.9787690698649216,0.4012289854475009,0.9159777842484877,0,0,89.84,0.8984000000000001,3822436.1865538745,1733871.4047195013,8637744.022707032,3832074.1317898454,2088564.7818343733,3135681.565640504,914454.8837539005,4240415.874252639,4177781.630305728,3649059.7742503867,3969027.1670169244,13884.7
2016-01-13,2524848.8201246643,2016,1,13,2,0,1,13,2,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486,0,0,89.84,0.8984000000000001,2924796.8276936775,2601450.53428317,6613706.05520926,3642283.9047195013,323346.2934105075,3305813.768922529,694520.4923555201,3832348.2174659707,4147539.0535025224,3467994.03761121,3901657.467705747,13790.566666666668
2016-01-14,3614646.493766696,2016,1,14,3,0,1,14,2,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858,0,0,89.84,0.8984000000000001,2524848.8201246643,2786384.1384683894,7096584.661620657,3438532.5356188775,-261535.31834372506,3294870.666899885,707942.1716468808,3540286.9863885,4110291.2173493607,3232207.7332395734,3812831.1033456773,13693.9
2016-01-15,3932108.5930543197,2016,1,15,4,0,1,15,2,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,0,0,89.84,0.8984000000000001,3614646.493766696,3047755.398486197,6507351.213268031,2572221.8833481744,566891.0952804992,3413193.8605139293,677346.3039931969,3291577.117256074,4116161.6826209556,3327817.423371354,3800044.999501872,13620.566666666668
2016-01-16,4293044.6349065,2016,1,16,5,1,1,16,2,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,0,0,89.84,0.8984000000000001,3932108.5930543197,3369280.186999109,2847970.7368655377,2973382.702582367,562828.4060552106,3539530.0311665176,680292.7711913969,3107631.2158122375,4161491.2396111595,3478890.2157920953,3808565.231343965,13601.933333333332
2016-01-17,4707611.687444343,2016,1,17,6,1,1,17,2,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,0,0,89.84,0.8984000000000001,4293044.6349065,4588593.109973284,3054816.139804097,3254455.6656277822,-295548.47506678477,3671496.380867574,729575.5562480686,3210850.7799580204,4205479.970688631,3682428.820570696,3839821.967057677,13478.6
2016-01-18,4569400.623330364,2016,1,18,0,0,1,18,3,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,0,0,89.84,0.8984000000000001,4707611.687444343,3822436.1865538745,2657878.4505788065,3300555.1202137135,885175.5008904687,3688499.0347920107,755438.927594529,3328907.6047894666,4253918.504749183,3938724.537289108,3895808.4006310105,13320.7
2016-01-19,3136947.9407836157,2016,1,19,1,0,1,19,3,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019,0,0,89.84,0.8984000000000001,4569400.623330364,2924796.8276936775,1733871.4047195013,4022615.3272484373,1644603.7956366865,3795208.2400457948,826888.5763931649,3465444.902843149,4296213.354853072,4096393.5587994223,3939265.9633858074,13155.466666666667
2016-01-20,3164390.7613535183,2016,1,20,2,0,1,20,3,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,0,0,89.84,0.8984000000000001,3136947.9407836157,2524848.8201246643,2601450.53428317,5621640.427426533,612099.1206589513,3825515.541915786,792856.5626499479,3565664.6554191574,4266691.108637577,3856532.154295471,3887503.5103146983,13017.7
2016-01-21,4431424.376669636,2016,1,21,3,0,1,21,3,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,0,0,89.84,0.8984000000000001,3164390.7613535183,3614646.493766696,2786384.1384683894,4140074.387800533,-450255.73241317784,3916878.676377051,640136.7915728482,3605874.671638468,4184782.7864351436,3683496.806059983,3840851.0748978476,12906.666666666666
2016-01-22,3698497.773820123,2016,1,22,4,0,1,22,3,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,0,0,89.84,0.8984000000000001,4431424.376669636,3932108.5930543197,3047755.398486197,4069992.909617099,499315.78361531626,4033561.231077471,650225.592523515,3723377.5457957005,4194494.45273078,3870478.6987123964,3878952.5782379634,12831.766666666666
2016-01-23,4451038.835707923,2016,1,23,5,1,1,23,3,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615,0,0,89.84,0.8984000000000001,3698497.773820123,4293044.6349065,3369280.186999109,2669564.47016919,-594546.8610863765,4000188.256901157,662185.5885154246,3769859.1440338376,4182111.2815375477,3827483.4674893282,3867310.332791651,12788.833333333334
2016-01-24,5270062.967497773,2016,1,24,6,1,1,24,3,0.4012289854475009,0.9159777842484877,0.7350336741329413,0.6780306024735382,0,0,89.84,0.8984000000000001,4451038.835707923,4707611.687444343,4588593.109973284,3594398.463935884,-256572.85173641983,4022758.857015646,676371.9248276555,3847127.6189416097,4241493.760388839,3983372.309543977,3904970.2362056044,12722.066666666668
2016-01-25,5573582.279608192,2016,1,25,0,0,1,25,4,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,0,0,89.84,0.8984000000000001,5270062.967497773,4569400.623330364,3822436.1865538745,4058084.4723953702,700662.3441674085,4103109.0398804215,794399.6649089801,3895804.0373362163,4297349.243840902,4305044.974032426,3993040.7349986476,12584.766666666666
2016-01-26,3945615.8726625117,2016,1,26,1,0,1,26,4,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,0,0,89.84,0.8984000000000001,5573582.279608192,3136947.9407836157,2924796.8276936775,5672700.545414074,2436634.338824576,4246563.562205826,964990.0063191468,4020885.9011258106,4347865.837414662,4622179.300426368,4095011.1572315213,12504.4
2016-01-27,5263306.37800534,2016,1,27,2,0,1,27,4,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214,0,0,89.84,0.8984000000000001,3945615.8726625117,3164390.7613535183,2524848.8201246643,9105049.721727509,781225.1113089933,4362087.55247424,851776.223744581,4093801.547195013,4290296.348322944,4453038.443485403,4085372.7517754566,12410.433333333332
2016-01-28,7477360.774710592,2016,1,28,3,0,1,28,4,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,0,0,89.84,0.8984000000000001,5263306.37800534,4431424.376669636,3614646.493766696,8637744.022707032,831882.0013357038,4661932.640567357,718969.7075300735,4289405.658472205,4162238.236865538,4655605.427115387,4161368.4695967394,12279.333333333334
2016-01-29,5580201.4804096185,2016,1,29,4,0,1,29,4,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,0,0,89.84,0.8984000000000001,7477360.774710592,3698497.773820123,3932108.5930543197,6613706.05520926,3778863.0008904687,5097066.411716064,1268175.6167369417,4565313.821396767,4123558.795265657,5361044.264014188,4375303.45702344,12213.733333333334
2016-01-30,7703561.642920747,2016,1,30,5,1,1,30,4,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228,0,0,89.84,0.8984000000000001,5580201.4804096185,4451038.835707923,4293044.6349065,7096584.661620657,1129162.644701695,5365881.226943135,1112145.9582576687,4683034.741922147,4089108.642772335,5415833.568113045,4453038.813370936,12051.333333333334
2016-01-31,7179153.294746211,2016,1,31,6,1,1,31,4,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,0,0,89.84,0.8984000000000001,7703561.642920747,5270062.967497773,4707611.687444343,6507351.213268031,2433498.675422975,5830527.342259252,1325251.7266485016,4926643.09963745,4109341.2088156715,5987765.586814971,4662749.963664472,11958.333333333334
2016-02-01,5788921.772039179,2016,2,1,0,0,1,32,5,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107,0,0,89.84,0.8984000000000001,7179153.294746211,5573582.279608192,4569400.623330364,2847970.7368655377,1605571.0151380189,6103254.531866172,1385746.7083728644,5103181.785873297,4131734.6115316106,6285612.51379778,4825098.565669745,11950.933333333332
