date,actual_revenue,gross_profit,order_id,quantity,customer_id,is_returned,revenue_category_Casual,revenue_category_GenZ,revenue_category_Outdoor,revenue_category_Streetwear,revenue_segment_Activewear,revenue_segment_All-weather,revenue_segment_Balanced,revenue_segment_Everyday,revenue_segment_Performance,revenue_segment_Premium,revenue_segment_Standard,revenue_segment_Trendy,revenue_color_black,revenue_color_blue,revenue_color_green,revenue_color_orange,revenue_color_pink,revenue_color_purple,revenue_color_red,revenue_color_silver,revenue_color_white,revenue_color_yellow
2014-06-19,5160401.64,1059277.7700049498,206,970,205,16,111805.58,109988.03,660242.0899999999,4278365.939999999,650406.6499999998,111805.58,1309022.0199999996,1938037.1800000004,944461.5600000003,9835.44,86845.18,109988.03,632085.4400000001,398578.11000000004,409046.64999999997,611420.3599999999,243905.99,1157241.9100000001,104317.66,305399.76000000007,674173.9000000001,624231.86
2014-06-20,5726955.459999997,1077092.275969627,230,1120,229,15,54167.18,208166.57,798127.1000000002,4666494.609999998,719492.9900000003,54167.18,1623667.58,1943193.0100000002,1054029.0900000003,78634.11,45604.92999999999,208166.57,691140.1999999998,434748.9299999999,617074.19,779998.7700000001,294088.24,1128793.9100000004,479803.97000000003,459332.80999999994,361245.89999999997,480728.54000000004
2014-06-21,5534870.899999999,1137405.4503257812,230,1160,228,5,177740.71000000002,158078.69999999998,690289.5200000003,4508761.97,576105.2600000004,177740.71000000002,898207.0399999998,2453017.2099999995,1034780.73,114184.26,122756.99000000002,158078.69999999998,724525.7999999998,399655.3300000001,701771.4400000002,714893.0700000001,255811.1,1045827.0799999998,386656.0,427744.21,445766.84000000014,432220.03
2014-06-22,6871043.8100000005,1421604.5641090267,261,1288,259,16,126114.4,144684.44,826935.1400000001,5773309.829999998,690437.9600000002,126114.4,1981250.0299999996,2603233.3399999994,1087248.15,136497.18,101578.31,144684.44,864429.6799999999,598269.8700000001,611439.7899999999,678786.06,282400.45,1090935.1099999999,717357.37,728300.9800000001,961091.7900000002,338032.7100000001
2014-06-23,7275736.171,1159924.8053778477,298,1516,295,22,62088.878,132322.0588,897338.7032000001,6183986.5309999995,831860.6724,62088.878,1845452.4749999996,3098992.7978000008,1129901.8669999999,65478.03080000001,109639.3912,132322.0588,941962.8192,601739.6362,780364.4121999999,638600.411,473169.2868,1008229.0378,758774.9324,669736.2304000001,859479.0352000002,543680.3698000001
2014-06-24,7830922.232400001,665342.7497489796,350,1733,346,19,118802.265,115309.9138,1071521.8223999997,6525288.231200004,813079.743,118802.265,1788500.8008,3159468.7304000002,1460377.3928000003,258442.07940000002,116941.3072,115309.9138,1103916.5489999999,516005.1550000001,740983.5669999998,835742.5346000001,315435.5084,1005838.035,685970.4214,939342.6964000001,982415.0268,705272.7387999999
2014-06-25,6806273.289799999,156005.46905187453,325,1545,322,19,78319.6952,200323.86100000003,811914.7966000005,5715714.936999998,684808.7230000002,78319.6952,1587066.972,2949282.0479999967,1054324.0347999996,127106.0736,125041.88220000001,200323.86100000003,957315.7613999997,576964.8288,692566.2012000001,488563.1236,269621.1312,949358.6751999999,468823.1162000001,791664.7641999999,840438.1146000001,770957.5734
2014-06-26,4864052.427799998,-296498.4700232019,232,1220,231,10,56330.246,85169.7644,664387.9000000003,4058164.517399998,592125.8972000001,56330.246,1467204.0952,1821282.3699999999,701326.1421999999,72262.0028,68351.91,85169.7644,916329.3610000001,268733.1962,917785.1457999999,478200.9588000001,269743.7356,614204.6375999999,253113.53000000003,431130.36399999994,416637.3574,298174.14139999996
2014-06-27,5096580.661400001,-845522.8343975394,263,1333,260,12,0.0,49874.2614,489682.5078000001,4557023.8922,425173.2718000001,0.0,1000255.475,2633549.2197999996,863493.128,64509.236000000004,59726.0694,49874.2614,861969.6582000001,413318.49899999995,440703.00580000004,379485.8238,150476.89620000002,760998.7860000002,397382.8568,557273.0004,688711.317,446260.8181999999
2014-06-28,5507111.398200003,-982768.9551572881,330,1693,327,24,130488.3548,126201.23079999998,847363.1867999999,4403058.6258,778925.4292,130488.3548,1279563.7028,2243893.0262,743651.8745999997,68437.7576,135950.0222,126201.23079999998,663358.4422000002,635821.3498,591364.5250000003,546747.7919999999,259476.76559999993,779520.7327999999,341249.67480000004,475806.82860000007,794298.33,419466.9574
2014-06-29,8993137.004999997,-1683625.025082931,541,2783,536,35,176814.8944,159149.62619999997,1488253.055000001,7168919.429399999,1246468.4700000007,176814.8944,2031024.8556,3341499.8196,1724955.567,241784.58499999993,71439.1872,159149.62619999997,1236082.2844,714781.3555999999,978945.4134000001,743533.4666000003,414313.10980000003,1215070.4896000002,701527.2938000002,1001153.3093999997,1246833.8046,740896.4778000001
2014-06-30,7347843.208000001,-1432046.1353449645,481,2366,479,33,124467.02919999999,190267.0272,1125583.6928,5907525.4588,919594.2643999998,124467.02919999999,1374258.4179999998,3093614.5083999997,1350582.5825999996,205989.42840000006,89069.9498,190267.0272,956916.6381999999,348145.80919999996,547815.5549999999,1107431.3856000002,404285.0510000001,1004859.1764000001,495924.47079999995,677942.6833999999,1131641.9019999998,672880.5364000001
2014-07-01,8065803.4739999985,-1587154.6590978191,470,2387,467,33,111492.29220000001,164654.14680000002,1137288.2252000002,6652368.809799996,957056.5630000001,111492.29220000001,1897509.9545999998,3202962.976200001,1364209.1622000006,180231.6622,187686.71680000002,164654.14680000002,669909.9634000001,574409.7704,1088362.0806,958824.8437999999,358987.6032,1336184.0796,494353.7198,841570.7067999998,1020777.5002,722423.2062000001
2014-07-02,6590556.808000001,-1239297.5435537621,407,2001,402,27,126840.4372,94674.1086,1061307.3449999997,5307734.9172,874229.1994,126840.4372,1496446.7000000002,2236001.9612,1425204.4686000005,187078.1456,150081.7874,94674.1086,856110.3728,479148.9600000001,601770.12,556052.7583999999,324101.228,1353072.1518000003,339506.77300000004,672653.9048,746810.8261999998,661329.7130000001
2014-07-03,5411283.434800003,-869028.9159626919,313,1553,311,28,108721.93860000001,115792.82319999998,600882.1091999997,4585886.563799999,494237.0337999998,108721.93860000001,1138115.4575999998,2271550.6667999993,1088509.041,106645.07539999999,87711.3984,115792.82319999998,789813.3399999999,429817.8666,595885.0456000001,341230.1916,228233.4208,1185345.3830000001,395807.14479999995,537296.5294,539994.313,367860.1999999998
2014-07-04,1262260.6614000003,-284723.8160138322,67,308,67,2,39876.28020000001,62340.83619999999,96931.0438,1063112.5012000003,96931.0438,39876.28020000001,315782.0164,611409.5480000001,135920.9368,0.0,0.0,62340.83619999999,135732.7304,115215.2316,178650.5136,108091.94080000001,76751.67199999999,129457.51640000001,206856.61119999998,137021.1226,95889.04520000001,78594.27759999999
2014-07-05,1843037.74,-245229.45982805107,83,414,83,5,47588.8722,7504.5744,189626.54160000006,1598317.7518000004,163615.99400000004,47588.8722,492187.74720000004,1012341.3320000002,89209.38260000001,26010.5476,4579.29,7504.5744,110303.77600000001,127755.2292,180034.854,133627.32300000003,128655.827,368933.7358,117014.98400000001,248760.44800000003,218130.34840000002,209821.2146
2014-07-06,2453585.5253999988,-497068.1359083367,133,645,132,10,4734.4012,23068.9862,339757.99639999995,2086024.1416,308542.15439999994,4734.4012,582505.081,1047877.6883999999,421329.1446,31215.842,34312.2276,23068.9862,390290.2012,156778.2108,258339.48300000004,77124.21440000001,116372.2598,503555.8582,235995.87699999998,221740.08680000002,292777.2936,200612.0406
2014-07-07,2723254.136599999,-514526.7687339311,166,779,165,12,53073.516,61585.8622,364560.4872,2244034.2712000003,311176.3879999999,53073.516,816752.8410000001,1183486.2626,203656.4464,53384.0992,40138.7212,61585.8622,258457.75160000005,217373.66060000003,251201.45679999999,461035.6274,219146.476,381086.47200000007,176014.03319999998,110103.983,280699.3086,368135.3674
2014-07-08,3599793.4235999985,-744888.1033894488,186,927,184,18,14310.5908,64785.52679999999,431271.7676,3089425.5383999995,357094.1822000001,14310.5908,1152729.5796,1522833.0126,384038.2178,74177.58540000001,29824.7284,64785.52679999999,455883.7396,155312.19840000002,426887.1128,220444.1096,221161.9376,505968.99520000006,261137.1754,551104.2798,391557.81460000004,410336.0606000001
2014-07-09,4173356.7489999984,-829176.6068023585,227,1148,226,17,37989.4848,89746.90080000002,470095.9795999999,3575524.3837999995,359459.83300000004,37989.4848,976674.3578000001,1888452.0295999993,652323.4152,110636.1466,58074.5812,89746.90080000002,434229.05659999995,344764.7032,519709.23500000004,444747.5164,150101.15579999998,573512.9527999999,294054.214,385841.9636,487470.97599999997,538924.9756
2014-07-10,4327425.5567999985,-866362.5336715222,238,1143,238,13,13554.977200000001,47787.5992,444628.46880000026,3821454.5116,400128.93840000016,13554.977200000001,914430.7654000001,1893218.5994000002,929478.6346000001,44499.530399999996,84326.5122,47787.5992,670464.9148,191961.4916,505141.39380000014,351985.17220000003,158224.3382,669968.0522000002,405500.783,693057.3252000001,403502.00840000005,277620.0774
2014-07-11,3018210.5227999985,-630856.3961778642,160,821,160,12,22672.032399999996,32878.769199999995,287898.69539999997,2674761.025799999,249138.54999999996,22672.032399999996,565938.6128,1642773.9041999998,432887.6514,38760.1454,33160.8574,32878.769199999995,375340.6828,204329.39580000003,226422.86079999997,482587.302,89592.07660000001,430678.3828,302603.5914,285860.61,328307.4262,292488.19440000004
2014-07-12,2980823.410000001,-507338.1782781744,177,845,176,9,56111.074799999995,21858.371,413749.20399999997,2489104.7602,371947.039,56111.074799999995,580115.7895999999,1476802.083,390595.19200000004,41802.165,41591.69560000001,21858.371,543256.0023999999,254635.338,243245.13619999995,277920.68940000003,87382.644,344807.2448000001,198716.51220000003,271285.14280000003,384989.8113999999,374584.88879999996
2014-07-13,3721310.371600002,-740086.1151539658,202,982,201,3,25303.1336,137810.98760000002,356359.5032,3201836.747200002,336563.21079999994,25303.1336,781171.9339999999,1732040.7687999997,607657.269,19796.2924,80966.7754,137810.98760000002,665594.369,281986.7414,410409.36039999995,443703.3119999999,163422.57240000003,473503.00580000004,226117.2222,411524.22420000006,385293.7198,259755.84440000006
2014-07-14,3428021.8736,-665905.3087128861,209,1122,209,10,60098.415,77379.34100000001,503062.87420000014,2787481.2433999996,489668.66620000015,60098.415,965958.524,1085373.6398,657074.3804,13394.208000000002,79074.6992,77379.34100000001,362004.47339999996,294394.16959999996,383702.4934000001,501939.2199999999,124399.6006,533116.0874000001,192928.76359999998,308524.18000000005,460042.99280000007,266969.89280000003
2014-07-15,3878530.185199999,-806938.1133094956,226,1215,225,11,56100.783800000005,68336.3318,552573.6213999997,3201519.4481999995,516734.3077999998,56100.783800000005,934682.781,1433175.7542,794896.0362000001,35839.3136,38764.8768,68336.3318,556999.0220000001,163656.215,574356.372,261145.1786,146401.8324,608482.64,436406.6322,385922.10219999996,411550.6364,333609.55439999996
2014-07-16,4694664.360800003,-994241.9315967496,291,1556,289,24,50326.565200000005,90829.07119999999,855432.8559999998,3698075.868399999,711368.1137999999,50326.565200000005,829019.1882000002,1899137.8759999992,907927.6242,144064.7422,61991.18,90829.07119999999,769039.2549999997,370189.3525999999,506278.7829999999,396230.85520000005,289324.7164,522420.1632,410919.63000000006,367030.8929999999,631781.8657999999,431448.84660000005
2014-07-17,4489590.9626,-889187.68689006,260,1265,257,9,99542.916,57898.215599999996,559517.4798000003,3772632.351199999,514174.8007999999,99542.916,1087592.6172,1996533.7286,661380.1839999999,45342.679000000004,27125.8214,57898.215599999996,503097.87179999996,384169.78679999994,570544.971,485248.4644,189207.989,673851.1868,294673.17459999997,592264.7538000001,310070.22440000006,486462.54000000004
2014-07-18,3704952.9623999996,-742094.7764967352,220,1112,219,8,10643.534400000002,92561.62460000001,560191.2082000001,3041556.5951999994,511210.181,10643.534400000002,665027.9539999999,1746928.2951999998,629600.346,48981.0272,0.0,92561.62460000001,294710.1483999999,234543.0092,316839.349,284984.7516,131605.05539999998,562735.2172,379313.47620000003,436763.25019999995,544212.3848,519246.32039999997
2014-07-19,3792292.6863999986,21598.849984378878,188,904,186,12,29555.7438,67024.486,418236.11280000006,3277476.3438,320703.58959999995,29555.7438,818983.6342,1588442.5632000002,833991.1957999998,97532.5232,36058.9506,67024.486,757189.9942000001,315287.3432,390450.31880000007,399562.08580000006,72461.55200000001,484285.8812,153108.5182,398033.53839999996,446672.24039999995,375241.2142
2014-07-20,4054443.323200001,453473.6291136325,182,855,181,11,50781.8784,40271.5148,413315.8877999999,3550074.0421999996,318309.2538,50781.8784,883282.1548000001,1922553.7553999994,700615.657,95006.63399999999,43622.475,40271.5148,358625.8284,402899.1284,302363.497,414947.4358,188580.4506,605081.1212,471143.1549999999,516810.6234,473545.5016,320446.5818
2014-07-21,4766375.530200001,998263.6289217606,193,946,192,11,250634.26,86348.44339999999,734319.9416000003,3695072.885200002,668462.9416,250634.26,772427.73,1695965.6752,1085817.28,65857.0,140862.19999999998,86348.44339999999,344482.64800000004,247084.4074,785447.8516000002,464324.40080000006,200203.31,782168.4999999998,261737.0692,301413.96,829227.1868,550286.1964
2014-07-22,6195179.482000006,1183648.574960248,257,1242,256,18,66090.0,167371.14000000004,782218.3,5179500.042000004,648543.8999999999,66090.0,1284729.3820000002,2751555.2500000005,1114698.6899999997,133674.4,28516.72,167371.14000000004,997661.5499999997,623739.282,330697.43,718727.2600000001,406043.58999999997,934762.6799999998,421796.86,790957.77,585888.9400000001,384904.12
2014-07-23,7566031.169999999,1615754.6719494378,292,1531,291,24,123351.95,156060.40000000002,1039023.9600000004,6247594.8599999985,930677.8600000006,123351.95,1278577.9899999998,2984277.61,1828511.9200000002,108346.1,156227.34,156060.40000000002,1056378.3099999998,584706.63,729206.02,933652.0900000002,587872.4499999998,945388.7900000002,469379.17000000004,704574.06,904813.5,650060.1500000001
2014-07-24,5905615.090000002,1231184.5334861516,252,1181,250,16,103624.33000000002,121419.76000000001,654568.7799999999,5026002.220000002,517157.35000000003,103624.33000000002,1063052.8900000004,2780327.7299999995,1119370.6199999999,137411.43,63250.98,121419.76000000001,670177.4500000001,507486.75,408409.31999999995,715184.3400000001,161956.74,999392.5399999999,528916.3600000001,479649.38,790092.6599999999,644349.55
2014-07-25,4437108.919999999,866023.0601268704,179,906,179,11,124580.97,48046.11,492617.74000000005,3771864.099999999,434736.05,124580.97,588277.7999999999,2444235.2200000007,677187.76,57881.689999999995,62163.32000000001,48046.11,628678.0700000001,341586.59,377056.9100000001,578583.3300000001,214302.59000000003,505499.94999999995,301552.51000000007,500652.05999999994,623996.8099999999,365200.10000000003
2014-07-26,4875867.559999999,1037250.5187997938,205,1025,205,12,37710.45,131740.65,779855.9400000004,3926560.5199999986,743352.5700000004,37710.45,762422.6000000001,2343378.71,691603.47,36503.369999999995,129155.73999999999,131740.65,315447.18999999994,279563.95999999996,695096.3900000001,293227.4199999999,430338.23,550529.9400000002,589014.05,649841.9,714249.14,358559.33999999985
2014-07-27,4695097.959999999,966415.5296381611,211,991,211,16,37080.83,46682.55,746783.4,3864551.18,575326.0800000001,37080.83,895328.2800000001,2052231.5499999998,852933.0200000003,171457.32,64058.33,46682.55,617714.7100000001,460699.16,351726.19,436246.05999999994,183933.24000000002,494539.57,278904.74,779247.1099999999,654727.2600000001,437359.92000000004
2014-07-28,5659848.320000001,1082199.44897527,227,1133,225,11,102272.56000000001,145360.95,694472.2999999999,4717742.510000002,668328.2799999999,102272.56000000001,1112259.2499999998,2146728.8600000003,1433959.5599999998,26144.02,24794.84,145360.95,743379.1599999999,240436.05999999997,766586.3700000001,290283.69999999995,209260.52000000002,547461.7799999999,551054.9299999999,1015704.0300000001,832717.4299999999,462964.34
2014-07-29,8325936.319999991,1652084.0082309954,324,1609,321,29,199184.34999999998,152482.38,949961.91,7024307.679999997,806751.98,199184.34999999998,2030350.1999999997,3528447.3699999987,1399567.6200000003,143209.93,65942.48999999999,152482.38,1019154.8600000002,402284.2099999999,917923.0100000001,1047584.4700000001,244275.39999999997,1381772.18,623842.94,865924.7500000002,1011693.8600000003,811480.6399999999
2014-07-30,9849002.969999997,1898498.404115268,392,1854,389,32,236600.04,204827.69999999998,1212034.2399999998,8195540.989999999,939000.93,236600.04,2354934.96,4157619.059999998,1532051.5999999996,273033.31,150935.37,204827.69999999998,1252376.8900000001,402002.22,1018074.42,884930.58,421496.5999999999,1361956.4599999997,616456.42,1537210.3900000004,1370322.4999999998,984176.49
2014-07-31,12499623.550000012,2386535.1770487023,513,2647,510,40,384725.0900000001,364010.8,1669315.4400000006,10081572.22000001,1549310.6700000004,384725.0900000001,2836584.0300000003,5232919.379999998,1973688.78,120004.77000000002,38380.03,364010.8,1430516.8000000003,826292.31,1290444.499999999,1264362.3800000004,620217.0499999998,1258141.2500000002,1066961.74,1556071.9600000002,1819549.3999999997,1367066.1599999997
2014-08-01,10268362.299999999,2001961.6722518452,400,1985,398,22,175918.13999999998,188034.29,1264442.1300000004,8639967.74,1153441.5299999998,175918.13999999998,2054228.3699999996,4543308.619999999,1937856.0999999996,111000.6,104574.65,188034.29,1188892.9800000002,667588.3499999999,1162520.0700000003,826450.5600000002,455558.6,1213778.0000000005,1053795.5999999999,1519547.5800000003,1267469.4,912761.1599999999
2014-08-02,9437585.350000003,1951120.2454879282,365,1819,362,31,145658.77,172731.33,1171438.4699999993,7947756.779999997,1026995.0699999993,145658.77,2448208.3099999996,4254976.350000001,1158040.0999999996,144443.4,86532.01999999999,172731.33,908267.11,911424.3799999999,830010.2299999997,953358.7399999998,451614.46,1570392.81,396109.6399999999,1170710.9299999997,1372731.3399999999,872965.71
2014-08-03,8311634.969999999,1697949.9804031886,353,1636,350,20,122529.50000000001,132357.66999999998,877264.1399999999,7179483.66,748241.6799999999,122529.50000000001,1030258.4000000001,4250837.140000001,1652513.4899999998,129022.46000000002,245874.62999999998,132357.66999999998,705804.1900000001,360727.8700000001,644121.2300000001,855411.6500000004,237002.44000000003,1081743.3199999998,674125.64,1576934.5399999998,1209007.1700000004,966756.9199999998
2014-08-04,7920532.019999998,1667092.1589316872,272,1277,268,17,279640.55,135803.95999999996,725497.4,6779590.109999999,647271.7400000001,279640.55,2310199.2800000007,3622586.5999999987,741140.14,78225.66,105664.09,135803.95999999996,575422.2600000001,458392.14999999997,1135184.6300000001,603130.26,194999.02,1869867.0400000005,316330.06,861640.2999999998,896884.9500000003,1008681.3500000002
2014-08-05,4783590.739999998,917975.7570286309,165,778,164,15,115904.41,66181.12,436205.31999999995,4165299.8899999983,342139.04,115904.41,1676874.95,1697089.5599999998,657472.2699999999,94066.28,133863.11,66181.12,454302.12999999995,190531.46999999997,818635.93,381965.57,158189.64,1006115.08,306293.56,526106.47,504166.69000000006,437284.2
2014-08-06,5768372.139999998,1334461.1446706767,220,1114,216,14,86464.86,148872.9,587968.61,4945065.770000001,547073.39,86464.86,1789056.6399999997,2225484.38,909120.9999999999,40895.22,21403.75,148872.9,321696.21,216948.87000000002,460005.75,699845.05,244651.26,1636346.0900000008,573966.25,424261.2899999999,586879.01,603772.36
2014-08-07,4368310.48,916876.4540012516,174,831,174,5,37618.51,107941.84,554386.42,3668363.710000001,431870.10000000003,37618.51,1192781.5900000003,1924213.4199999997,522387.42000000004,122516.31999999999,28981.28,107941.84,380843.21,270021.0,685568.9300000002,422033.72000000003,40821.18,855223.9400000003,334909.66,518213.95,639614.54,221060.35
2014-08-08,2772020.29,551273.048808019,104,515,104,6,18516.8,37347.67,320673.32999999996,2395482.4899999993,308898.14999999997,18516.8,830546.42,1111110.5199999998,439675.13,11775.18,14150.42,37347.67,303327.5300000001,168493.29,475902.48,181323.59,64242.3,291323.52,169509.61000000002,472004.78,519123.60999999987,126769.58
2014-08-09,3001539.629999999,646986.5124788965,128,615,125,5,33193.29,114290.40999999997,359422.14999999997,2494633.78,321662.6099999999,33193.29,654252.5599999999,1466153.2700000003,368770.09,37759.54000000001,5457.86,114290.40999999997,374615.04999999993,212567.61,363179.26,250261.50999999998,147591.26999999996,460735.7799999999,106343.58999999998,388032.24,529667.6099999999,168545.71
2014-08-10,3823485.270000001,820357.5028711898,152,763,151,7,46852.64,53670.91,489200.59,3233761.1300000004,407558.19999999995,46852.64,952234.1300000001,1659989.5799999998,591532.56,81642.39000000001,30004.86,53670.91,174722.91,167484.16,466099.55,406386.46,196450.14,465218.62,505250.5099999999,685596.5600000002,451150.48000000004,305125.88
2014-08-11,4332284.649999998,808863.2291759207,155,802,155,12,4956.74,71468.5,653710.22,3602149.1899999995,567534.5400000002,4956.74,1054689.43,1958207.22,589252.54,86175.68000000001,0.0,71468.5,195676.44,242188.12,381623.73,495762.1099999999,106106.09000000001,863667.59,354300.98,939755.23,461193.36999999994,292010.99000000005
2014-08-12,4968367.41,1017573.9801750157,199,1017,195,13,35266.53999999999,83614.80000000002,702937.4100000001,4146548.6600000006,650543.55,35266.53999999999,891297.12,2067259.9100000001,1187991.6299999997,52393.85999999999,0.0,83614.80000000002,673720.2100000001,294968.74000000005,446304.69000000006,388265.28,207419.33999999997,915960.4400000002,349972.10000000003,803610.7300000001,626264.23,261881.65000000002
2014-08-13,5893608.689999998,1185254.4816724272,250,1198,249,13,72301.46,97657.78000000001,851196.01,4872453.4399999995,761440.4799999999,72301.46,1595826.1,2373964.5100000007,780512.1100000002,89755.53,122150.72,97657.78000000001,467584.01999999984,265939.69000000006,757104.6100000001,511523.83000000013,126976.55999999997,780604.4199999998,295764.45,1026964.9399999998,873274.5600000003,787871.6099999999
2014-08-14,5049141.589999996,1062499.4373289908,223,1092,221,17,73064.47,93720.81,760734.9000000001,4121621.41,739943.28,73064.47,1166145.2300000002,2238318.9700000007,670736.97,20791.620000000003,46420.24,93720.81,360731.89,461216.26999999984,383063.7,532807.78,383622.07999999996,746352.9199999999,363434.07,833721.29,761959.76,222231.82999999996
2014-08-15,4964547.639999998,1077656.6525082132,193,939,193,15,56535.67999999999,98291.09,571875.5200000001,4237845.350000001,491797.2400000002,56535.67999999999,1066716.9799999997,2199721.2000000007,907885.2799999999,80078.28,63521.89000000001,98291.09,282869.62999999995,359436.01999999996,755749.2299999999,362410.8399999999,199322.11999999997,840152.3200000001,296607.53,776647.38,675047.6599999999,416304.91000000003
2014-08-16,4183136.0800000015,870218.3313536724,163,823,161,19,27549.96,60294.51,614685.8899999999,3480605.7199999983,594809.1499999998,27549.96,970801.98,1823478.0400000003,623287.9,19876.739999999998,63037.8,60294.51,269881.43,215668.7,556751.55,352858.43,218907.41999999998,556026.9700000001,307360.0000000001,634977.1,602369.4700000001,468335.0099999999
2014-08-17,4553293.21,984056.4821677487,188,911,186,10,49895.07000000001,105947.01000000001,714137.6300000001,3683313.5000000014,598833.5900000002,49895.07000000001,1587669.4899999998,1447927.6800000002,609617.99,115304.04000000001,38098.34,105947.01000000001,415302.01999999996,338908.32999999996,618610.2499999999,420768.17000000004,252633.34,705461.73,361175.52999999997,620323.1000000001,392371.85,427738.88999999996
2014-08-18,3852897.930000003,820044.3095388516,177,782,176,8,36459.17,87071.01999999999,556255.4399999997,3173112.3000000007,477819.66999999987,36459.17,818849.26,1879055.5300000005,407247.73000000004,78435.77,67959.78,87071.01999999999,417764.17000000004,327334.6699999999,426292.84,319866.35,299264.83,372264.72000000003,374004.99,537242.73,404660.45,374202.18000000005
2014-08-19,5491853.949999998,1162080.7864851735,222,1132,222,14,199465.65999999997,213852.67,928396.39,4150139.2300000014,764266.7999999999,199465.65999999997,1055130.4200000002,2329204.72,752764.02,164129.59,13040.07,213852.67,582512.98,184450.27000000002,451819.3500000001,379384.6199999999,154885.54000000004,787318.6000000002,525576.9099999999,1110697.85,716395.1,598812.73
2014-08-20,6252896.940000004,1249558.0217041085,244,1264,242,18,19729.49,63926.0,798844.0200000003,5370397.430000002,675207.49,19729.49,1706529.1399999997,2566669.64,901398.9999999998,123636.53,195799.65000000002,63926.0,776187.8800000001,619147.4500000001,690094.8400000002,387895.4199999999,261627.1199999999,900455.14,617244.97,924133.4499999998,617278.1200000001,458832.55
2014-08-21,5420386.939999998,1147399.1498222963,196,950,196,10,97362.04000000001,183982.32,502847.36000000004,4636195.22,385642.68000000005,97362.04000000001,1497450.5599999998,2420865.0700000003,646336.16,117204.68000000001,71543.43,183982.32,395632.6700000001,346980.27,666268.7,257436.61000000002,243534.5,1071346.55,314633.26,1046239.4000000001,675237.5399999998,403077.4400000001
2014-08-22,3980335.94,758749.6941652463,142,722,142,10,100511.08000000002,56915.78,301123.14999999997,3521785.93,274003.95,100511.08000000002,1258957.39,1520856.72,668878.9299999999,27119.2,73092.89,56915.78,243911.46000000002,329188.51,435767.18000000005,477557.57999999996,34164.12999999999,419986.25,582819.89,558787.19,723494.3099999999,174659.43999999997
2014-08-23,3604919.439999999,780717.0376753543,141,703,140,6,70936.87,37525.79,569253.4900000001,2927203.29,479370.1,70936.87,1143315.36,1283174.3299999996,470476.1800000001,89883.39000000001,30237.42,37525.79,379314.77999999997,81821.65999999999,399130.92000000004,264790.63,184003.61000000002,606656.08,268692.39999999997,634986.44,623116.8200000001,162406.1
2014-08-24,3975022.950000001,766424.1390405858,171,843,170,11,50901.53999999999,94515.92000000001,716769.6100000002,3112835.880000001,549311.0399999999,50901.53999999999,616172.19,1871675.9800000004,522412.29,167458.57,102575.41999999998,94515.92000000001,276857.85,184355.98,357082.77,526619.2,325600.99000000005,653918.12,384810.1500000001,391307.26999999996,647122.1099999999,227348.50999999998
2014-08-25,4982068.720000002,1050956.9233709017,192,985,191,18,73512.2,76479.93,823494.6899999996,4008581.8999999994,652994.3299999998,73512.2,1551112.7700000003,1763017.4700000002,587581.0099999999,170500.36,106870.65,76479.93,437229.29,561076.7999999999,526510.53,342360.57,107510.79999999999,636511.6899999998,447081.26,876000.2699999998,786685.2899999999,261102.21999999997
2014-08-26,5315751.009999999,1164094.1657876328,225,1099,223,9,135772.72999999998,27496.339999999997,1086845.86,4065636.0800000005,877560.06,135772.72999999998,1192889.69,2031511.7,708629.0099999999,209285.80000000002,132605.68,27496.339999999997,693138.9900000002,522128.95,489328.12999999995,374609.7100000001,234391.59000000003,705711.6399999999,599401.3699999998,633375.27,822458.8699999999,241206.48999999996
2014-08-27,7880420.549999997,1613418.7916427432,309,1577,305,25,156101.81,142847.95,1268389.0899999996,6313081.699999996,939747.2199999996,156101.81,1867607.15,3191707.6,1215107.47,328641.87000000005,38659.48,142847.95,551182.83,544372.0999999999,705078.02,698962.6699999997,190930.21,1245457.98,337049.7899999999,1904620.7900000003,1116932.9899999995,585833.1699999999
2014-08-28,13900846.530000001,2711958.095144332,587,3025,576,35,146864.4,232009.12000000005,2759868.740000001,10762104.270000001,2204502.68,146864.4,2709423.9699999993,6129290.779999997,1808069.5299999993,555366.06,115319.99,232009.12000000005,1251421.5299999996,998992.5799999997,1763466.7500000002,800205.2200000001,429854.12999999983,2059143.79,847442.8699999999,2185428.3199999994,2144327.1300000004,1420564.2100000004
2014-08-29,12683009.270000003,2546421.866283159,569,2823,565,37,356609.26000000007,215978.82000000007,2734204.149999998,9376217.040000003,2231710.84,356609.26000000007,2565909.3800000004,4640261.99,1892800.1699999995,502493.30999999994,277245.5,215978.82000000007,796806.87,1238992.5899999999,1792505.24,1305159.2999999996,592099.0400000002,1645340.0699999996,1041524.1899999998,1511425.1499999997,1782272.0600000005,976884.7600000002
2014-08-30,11574198.370000003,2486188.973880903,468,2471,466,26,136738.32,169416.05000000002,2119328.5799999996,9148715.419999998,1735755.9799999995,136738.32,2803332.5500000007,4270607.920000002,1781830.4799999993,383572.60000000003,292944.47000000003,169416.05000000002,966080.8500000001,1291329.7200000004,1257986.06,937198.75,402884.10000000003,1867040.4699999993,767596.73,1778751.0200000003,1395926.2600000002,909404.41
